"SUMMARY","DTSTART","DTEND","DURATION","DTSTAMP","UID","RECURRENCE-ID","SEQUENCE","RRULEEXRULE","RDATE","EXDATE"
"無公開行程","2013-02-16T00:00:00","2013-02-16T23:23:00","","2013-02-16T00:00:00+00:00","2013-02-16T00:00:00/2013-02-16T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2011-05-29T00:00:00","2011-05-29T23:23:00","","2011-05-29T00:00:00+00:00","2011-05-29T00:00:00/2011-05-29T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2010-08-02T00:00:00","2010-08-02T23:23:00","","2010-08-02T00:00:00+00:00","2010-08-02T00:00:00/2010-08-02T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2010-11-25T00:00:00","2010-11-25T23:23:00","","2010-11-25T00:00:00+00:00","2010-11-25T00:00:00/2010-11-25T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2011-01-05T00:00:00","2011-01-05T23:23:00","","2011-01-05T00:00:00+00:00","2011-01-05T00:00:00/2011-01-05T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2011-08-23T00:00:00","2011-08-23T23:23:00","","2011-08-23T00:00:00+00:00","2011-08-23T00:00:00/2011-08-23T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2011-07-15T00:00:00","2011-07-15T23:23:00","","2011-07-15T00:00:00+00:00","2011-07-15T00:00:00/2011-07-15T23:23:00@vice-president.g0v.tw","","","","",""
"出席大師論壇--「遠離風暴 穩健前行」經濟高峰會—席姆斯（Christopher A. Sims）場","2012-10-25T09:30:00","2012-10-25T23:23:00","","2012-10-25T09:30:00+00:00","2012-10-25T09:30:00/2012-10-25T23:23:00@vice-president.g0v.tw","","","","",""
"出席「慶祝臺灣光復67週年紀念大會暨頒獎典禮」","2012-10-25T14:35:00","2012-10-25T23:23:00","","2012-10-25T14:35:00+00:00","2012-10-25T14:35:00/2012-10-25T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2012-03-17T00:00:00","2012-03-17T23:23:00","","2012-03-17T00:00:00+00:00","2012-03-17T00:00:00/2012-03-17T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2010-05-09T00:00:00","2010-05-09T23:23:00","","2010-05-09T00:00:00+00:00","2010-05-09T00:00:00/2010-05-09T23:23:00@vice-president.g0v.tw","","","","",""
"出席林口長庚紀念醫院質子暨放射治療中心新建工程動土奠基典禮","2011-01-11T11:00:00","2011-01-11T23:23:00","","2011-01-11T11:00:00+00:00","2011-01-11T11:00:00/2011-01-11T23:23:00@vice-president.g0v.tw","","","","",""
"出席「天下經濟論壇」閉幕典禮","2011-01-11T16:10:00","2011-01-11T23:23:00","","2011-01-11T16:10:00+00:00","2011-01-11T16:10:00/2011-01-11T23:23:00@vice-president.g0v.tw","","","","",""
"副總統啟程出訪巴拉圭及巴拿馬","2011-05-10T23:59:00","2011-05-10T23:23:00","","2011-05-10T23:59:00+00:00","2011-05-10T23:59:00/2011-05-10T23:23:00@vice-president.g0v.tw","","","","",""
"出席101年中樞紀念 國父誕辰、慶祝中華文化復興節大會暨宣誓典禮","2012-11-12T10:00:00","2012-11-12T23:23:00","","2012-11-12T10:00:00+00:00","2012-11-12T10:00:00/2012-11-12T23:23:00@vice-president.g0v.tw","","","","",""
"出席「第65屆醫師節慶祝大會暨臺灣醫療典範獎頒獎典禮」","2012-11-12T15:00:00","2012-11-12T23:23:00","","2012-11-12T15:00:00+00:00","2012-11-12T15:00:00/2012-11-12T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2011-07-25T00:00:00","2011-07-25T23:23:00","","2011-07-25T00:00:00+00:00","2011-07-25T00:00:00/2011-07-25T23:23:00@vice-president.g0v.tw","","","","",""
"出席臺灣應用材料公司「臺南顯示器研發中心」開幕典禮","2013-03-22T11:00:00","2013-03-22T23:23:00","","2013-03-22T11:00:00+00:00","2013-03-22T11:00:00/2013-03-22T23:23:00@vice-president.g0v.tw","","","","",""
"出席南華大學十七週年校慶餐會","2013-03-22T12:40:00","2013-03-22T23:23:00","","2013-03-22T12:40:00+00:00","2013-03-22T12:40:00/2013-03-22T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2010-08-11T00:00:00","2010-08-11T23:23:00","","2010-08-11T00:00:00+00:00","2010-08-11T00:00:00/2010-08-11T23:23:00@vice-president.g0v.tw","","","","",""
"出席「佛誕節浴佛慶典祈福大會」","2013-04-08T09:00:00","2013-04-08T23:23:00","","2013-04-08T09:00:00+00:00","2013-04-08T09:00:00/2013-04-08T23:23:00@vice-president.g0v.tw","","","","",""
"出訪巴拉圭及巴拿馬","2011-05-19T00:00:00","2011-05-19T23:23:00","","2011-05-19T00:00:00+00:00","2011-05-19T00:00:00/2011-05-19T23:23:00@vice-president.g0v.tw","","","","",""
"出席外貿協會40週年慶祝茶會","2010-07-01T09:30:00","2010-07-01T23:23:00","","2010-07-01T09:30:00+00:00","2010-07-01T09:30:00/2010-07-01T23:23:00@vice-president.g0v.tw","","","","",""
"陪同總統出席ECFA中外記者會","2010-07-01T15:00:00","2010-07-01T23:23:00","","2010-07-01T15:00:00+00:00","2010-07-01T15:00:00/2010-07-01T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2011-02-24T00:00:00","2011-02-24T23:23:00","","2011-02-24T00:00:00+00:00","2011-02-24T00:00:00/2011-02-24T23:23:00@vice-president.g0v.tw","","","","",""
"出席「第二屆《旺報》兩岸和平創富論壇」","2011-08-12T17:10:00","2011-08-12T23:23:00","","2011-08-12T17:10:00+00:00","2011-08-12T17:10:00/2011-08-12T23:23:00@vice-president.g0v.tw","","","","",""
"接見聯合國世界觀光組織尤里西斯基金會會長Eduardo Fayos-Sola","2012-01-12T10:30:00","2012-01-12T23:23:00","","2012-01-12T10:30:00+00:00","2012-01-12T10:30:00/2012-01-12T23:23:00@vice-president.g0v.tw","","","","",""
"接見加拿大國會參議員訪問團","2012-01-12T15:00:00","2012-01-12T23:23:00","","2012-01-12T15:00:00+00:00","2012-01-12T15:00:00/2012-01-12T23:23:00@vice-president.g0v.tw","","","","",""
"出席「我們的未來－青年影響力論壇」開幕典禮","2012-02-02T08:30:00","2012-02-02T23:23:00","","2012-02-02T08:30:00+00:00","2012-02-02T08:30:00/2012-02-02T23:23:00@vice-president.g0v.tw","","","","",""
"出席「2012台北燈節」點燈儀式","2012-02-02T19:00:00","2012-02-02T23:23:00","","2012-02-02T19:00:00+00:00","2012-02-02T19:00:00/2012-02-02T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2013-07-13T00:00:00","2013-07-13T23:23:00","","2013-07-13T00:00:00+00:00","2013-07-13T00:00:00/2013-07-13T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2013-02-04T00:00:00","2013-02-04T23:23:00","","2013-02-04T00:00:00+00:00","2013-02-04T00:00:00/2013-02-04T23:23:00@vice-president.g0v.tw","","","","",""
"出席世界台灣同鄉聯誼會2011年年會開幕式","2011-10-07T10:00:00","2011-10-07T23:23:00","","2011-10-07T10:00:00+00:00","2011-10-07T10:00:00/2011-10-07T23:23:00@vice-president.g0v.tw","","","","",""
"接見「國際國民外交協會」（PTPI）總會長艾森豪女士（Mary Eisenhower）","2011-10-07T10:30:00","2011-10-07T23:23:00","","2011-10-07T10:30:00+00:00","2011-10-07T10:30:00/2011-10-07T23:23:00@vice-president.g0v.tw","","","","",""
"出席「2011年台中自動化機械展」","2011-10-07T13:00:00","2011-10-07T23:23:00","","2011-10-07T13:00:00+00:00","2011-10-07T13:00:00/2011-10-07T23:23:00@vice-president.g0v.tw","","","","",""
"出席「經濟日報大台中國際會展中心暨台中自動化工業大展開幕典禮」","2011-10-07T14:00:00","2011-10-07T23:23:00","","2011-10-07T14:00:00+00:00","2011-10-07T14:00:00/2011-10-07T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2011-11-30T00:00:00","2011-11-30T23:23:00","","2011-11-30T00:00:00+00:00","2011-11-30T00:00:00/2011-11-30T23:23:00@vice-president.g0v.tw","","","","",""
"會晤巴拿馬共和國副總統兼外交部長瓦雷拉（Juan Carlos Varela R.）伉儷暨接受贈勳","2010-07-27T11:30:00","2010-07-27T23:23:00","","2010-07-27T11:30:00+00:00","2010-07-27T11:30:00/2010-07-27T23:23:00@vice-president.g0v.tw","","","","",""
"出席嘉義大學98學年度蘭潭校區畢業典禮（嘉義市鹿寮里學府路300號）","2010-06-05T10:00:00","2010-06-05T23:23:00","","2010-06-05T10:00:00+00:00","2010-06-05T10:00:00/2010-06-05T23:23:00@vice-president.g0v.tw","","","","",""
"出席「第七十三屆臺陽美術展」","2010-06-05T14:45:00","2010-06-05T23:23:00","","2010-06-05T14:45:00+00:00","2010-06-05T14:45:00/2010-06-05T23:23:00@vice-president.g0v.tw","","","","",""
"接見韓國「首爾台北俱樂部」副會長白茸基（baik yong-ki）一行","2010-05-12T16:45:00","2010-05-12T23:23:00","","2010-05-12T16:45:00+00:00","2010-05-12T16:45:00/2010-05-12T23:23:00@vice-president.g0v.tw","","","","",""
"出席「2011公務人力資源發展國際研討會-培訓創新與應用","2011-10-17T09:25:00","2011-10-17T23:23:00","","2011-10-17T09:25:00+00:00","2011-10-17T09:25:00/2011-10-17T23:23:00@vice-president.g0v.tw","","","","",""
"出席「黃金十年」系列記者會（五）－和平兩岸、友善國際暨總結","2011-10-17T16:00:00","2011-10-17T23:23:00","","2011-10-17T16:00:00+00:00","2011-10-17T16:00:00/2011-10-17T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2013-08-18T00:00:00","2013-08-18T23:23:00","","2013-08-18T00:00:00+00:00","2013-08-18T00:00:00/2013-08-18T23:23:00@vice-president.g0v.tw","","","","",""
"出席「新北市金門同鄉會」主辦「年終愛心感恩餐會活動」","2013-01-26T11:30:00","2013-01-26T23:23:00","","2013-01-26T11:30:00+00:00","2013-01-26T11:30:00/2013-01-26T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2013-08-26T00:00:00","2013-08-26T23:23:00","","2013-08-26T00:00:00+00:00","2013-08-26T00:00:00/2013-08-26T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2013-04-15T00:00:00","2013-04-15T23:23:00","","2013-04-15T00:00:00+00:00","2013-04-15T00:00:00/2013-04-15T23:23:00@vice-president.g0v.tw","","","","",""
"「中華民國建國一百年慶祝活動籌備委員會」第二次全體委員會議","2010-05-15T09:00:00","2010-05-15T23:23:00","","2010-05-15T09:00:00+00:00","2010-05-15T09:00:00/2010-05-15T23:23:00@vice-president.g0v.tw","","","","",""
"陪同總統中華民國100年國慶外賓致賀","2011-10-10T08:49:00","2011-10-10T23:23:00","","2011-10-10T08:49:00+00:00","2011-10-10T08:49:00/2011-10-10T23:23:00@vice-president.g0v.tw","","","","",""
"陪同總統出席中華民國中樞暨各界慶祝100年國慶典禮","2011-10-10T10:15:00","2011-10-10T23:23:00","","2011-10-10T10:15:00+00:00","2011-10-10T10:15:00/2011-10-10T23:23:00@vice-president.g0v.tw","","","","",""
"陪同總統參加瓜地馬拉共和國總統柯隆（Alvaro Colom）閣下贈碑揭幕儀式暨會談","2011-10-10T14:20:00","2011-10-10T23:23:00","","2011-10-10T14:20:00+00:00","2011-10-10T14:20:00/2011-10-10T23:23:00@vice-president.g0v.tw","","","","",""
"陪同總統與帛琉共和國總統陶瑞賓(H.E. Johnson Toribiong)閣下伉儷會談","2011-10-10T15:00:00","2011-10-10T23:23:00","","2011-10-10T15:00:00+00:00","2011-10-10T15:00:00/2011-10-10T23:23:00@vice-president.g0v.tw","","","","",""
"陪同總統出席中華民國100年國慶酒會","2011-10-10T16:00:00","2011-10-10T23:23:00","","2011-10-10T16:00:00+00:00","2011-10-10T16:00:00/2011-10-10T23:23:00@vice-president.g0v.tw","","","","",""
"出席國慶煙火","2011-10-10T18:35:00","2011-10-10T23:23:00","","2011-10-10T18:35:00+00:00","2011-10-10T18:35:00/2011-10-10T23:23:00@vice-president.g0v.tw","","","","",""
"接見捷克國會眾議院副議長帕卡諾娃（Vlasta Parkanova）","2011-11-23T11:00:00","2011-11-23T23:23:00","","2011-11-23T11:00:00+00:00","2011-11-23T11:00:00/2011-11-23T23:23:00@vice-president.g0v.tw","","","","",""
"接見日本沖繩縣知事仲井真弘多(Nakaima)","2011-11-23T17:00:00","2011-11-23T23:23:00","","2011-11-23T17:00:00+00:00","2011-11-23T17:00:00/2011-11-23T23:23:00@vice-president.g0v.tw","","","","",""
"接見「中華民國工商建研會」第27期學員","2011-04-26T15:00:00","2011-04-26T23:23:00","","2011-04-26T15:00:00+00:00","2011-04-26T15:00:00/2011-04-26T23:23:00@vice-president.g0v.tw","","","","",""
"接見「第四屆台灣兒童醫療貢獻獎」得獎者","2011-04-26T16:30:00","2011-04-26T23:23:00","","2011-04-26T16:30:00+00:00","2011-04-26T16:30:00/2011-04-26T23:23:00@vice-president.g0v.tw","","","","",""
"陪同總統出席贈勳前司法院賴英照院長、謝在全副院長典禮","2010-11-09T11:30:00","2010-11-09T23:23:00","","2010-11-09T11:30:00+00:00","2010-11-09T11:30:00/2010-11-09T23:23:00@vice-president.g0v.tw","","","","",""
"接見美國亞利桑納州聖約翰醫學附屬貝洛醫學中心副主任Dr. Volker K.H. Sonntag","2010-11-09T17:30:00","2010-11-09T23:23:00","","2010-11-09T17:30:00+00:00","2010-11-09T17:30:00/2010-11-09T23:23:00@vice-president.g0v.tw","","","","",""
"接見「第15屆莫斯科阿基米德國際發明展」暨「2012義大利國際發明展」金牌獎得獎者","2012-07-25T14:30:00","2012-07-25T23:23:00","","2012-07-25T14:30:00+00:00","2012-07-25T14:30:00/2012-07-25T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2012-01-04T00:00:00","2012-01-04T23:23:00","","2012-01-04T00:00:00+00:00","2012-01-04T00:00:00/2012-01-04T23:23:00@vice-president.g0v.tw","","","","",""
"副總統結束巴拉圭及巴拿馬訪問行程返抵國門","2011-05-20T21:40:00","2011-05-20T23:23:00","","2011-05-20T21:40:00+00:00","2011-05-20T21:40:00/2011-05-20T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2010-05-22T00:00:00","2010-05-22T23:23:00","","2010-05-22T00:00:00+00:00","2010-05-22T00:00:00/2010-05-22T23:23:00@vice-president.g0v.tw","","","","",""
"接見100年第1回「創造就業貢獻獎」得獎企業代表","2011-04-14T10:30:00","2011-04-14T23:23:00","","2011-04-14T10:30:00+00:00","2011-04-14T10:30:00/2011-04-14T23:23:00@vice-president.g0v.tw","","","","",""
"視察太魯閣國家公園管理處落石防護工程","2013-03-03T13:15:00","2013-03-03T23:23:00","","2013-03-03T13:15:00+00:00","2013-03-03T13:15:00/2013-03-03T23:23:00@vice-president.g0v.tw","","","","",""
"視察蘇拉風災和中部落復建工程","2013-03-03T14:25:00","2013-03-03T23:23:00","","2013-03-03T14:25:00+00:00","2013-03-03T14:25:00/2013-03-03T23:23:00@vice-president.g0v.tw","","","","",""
"視察「蘇花公路改善計畫」工程","2013-03-03T15:10:00","2013-03-03T23:23:00","","2013-03-03T15:10:00+00:00","2013-03-03T15:10:00/2013-03-03T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2012-07-15T00:00:00","2012-07-15T23:23:00","","2012-07-15T00:00:00+00:00","2012-07-15T00:00:00/2012-07-15T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2012-04-28T00:00:00","2012-04-28T23:23:00","","2012-04-28T00:00:00+00:00","2012-04-28T00:00:00/2012-04-28T23:23:00@vice-president.g0v.tw","","","","",""
"出席「二二八國家紀念公園移交儀式暨開園啟用活動」","2011-12-18T10:10:00","2011-12-18T23:23:00","","2011-12-18T10:10:00+00:00","2011-12-18T10:10:00/2011-12-18T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2011-05-27T00:00:00","2011-05-27T23:23:00","","2011-05-27T00:00:00+00:00","2011-05-27T00:00:00/2011-05-27T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2012-02-11T00:00:00","2012-02-11T23:23:00","","2012-02-11T00:00:00+00:00","2012-02-11T00:00:00/2012-02-11T23:23:00@vice-president.g0v.tw","","","","",""
"國家文官學院高階文官飛躍計畫訓練課程授課","2010-09-16T10:00:00","2010-09-16T23:23:00","","2010-09-16T10:00:00+00:00","2010-09-16T10:00:00/2010-09-16T23:23:00@vice-president.g0v.tw","","","","",""
"15:30　出席「99年全國孝行獎表揚大會","2010-07-23T00:00:00","2010-07-23T23:23:00","","2010-07-23T00:00:00+00:00","2010-07-23T00:00:00/2010-07-23T23:23:00@vice-president.g0v.tw","","","","",""
" ","2010-07-23T00:00:00","2010-07-23T23:23:00","","2010-07-23T00:00:00+00:00","2010-07-23T00:00:00/2010-07-23T23:23:00@vice-president.g0v.tw","","","","",""
"出席「2012臺北國際乳癌研討會暨第四屆國際乳癌整型手術研討會」","2012-09-22T07:50:00","2012-09-22T23:23:00","","2012-09-22T07:50:00+00:00","2012-09-22T07:50:00/2012-09-22T23:23:00@vice-president.g0v.tw","","","","",""
"「2010台灣商業服務業優良品牌表揚大會暨優良品牌推廣活動」致詞暨頒獎","2010-11-23T14:15:00","2010-11-23T23:23:00","","2010-11-23T14:15:00+00:00","2010-11-23T14:15:00/2010-11-23T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2012-04-01T00:00:00","2012-04-01T23:23:00","","2012-04-01T00:00:00+00:00","2012-04-01T00:00:00/2012-04-01T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2011-06-15T00:00:00","2011-06-15T23:23:00","","2011-06-15T00:00:00+00:00","2011-06-15T00:00:00/2011-06-15T23:23:00@vice-president.g0v.tw","","","","",""
"出席「花旗聯合勸募感恩記者會」","2013-04-01T14:00:00","2013-04-01T23:23:00","","2013-04-01T14:00:00+00:00","2013-04-01T14:00:00/2013-04-01T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2011-08-15T00:00:00","2011-08-15T23:23:00","","2011-08-15T00:00:00+00:00","2011-08-15T00:00:00/2011-08-15T23:23:00@vice-president.g0v.tw","","","","",""
"接見「馬來西亞駐台代表拿督亞都拉」(dato’ haji abdullah bin mohd salleh) ","2010-06-01T15:00:00","2010-06-01T23:23:00","","2010-06-01T15:00:00+00:00","2010-06-01T15:00:00/2010-06-01T23:23:00@vice-president.g0v.tw","","","","",""
"出席「2010國家卓越建設獎」頒獎典禮 ","2010-06-01T15:40:00","2010-06-01T23:23:00","","2010-06-01T15:40:00+00:00","2010-06-01T15:40:00/2010-06-01T23:23:00@vice-president.g0v.tw","","","","",""
"出席「2010台北國際電腦展」ceo晚宴","2010-06-01T18:30:00","2010-06-01T23:23:00","","2010-06-01T18:30:00+00:00","2010-06-01T18:30:00/2010-06-01T23:23:00@vice-president.g0v.tw","","","","",""
"出席「第17屆亞太獸醫師聯盟年會暨第41屆獸醫師節慶祝大會」晚宴","2013-01-05T19:00:00","2013-01-05T23:23:00","","2013-01-05T19:00:00+00:00","2013-01-05T19:00:00/2013-01-05T23:23:00@vice-president.g0v.tw","","","","",""
"出席「救國團成立58週年團慶茶會」","2010-10-31T10:00:00","2010-10-31T23:23:00","","2010-10-31T10:00:00+00:00","2010-10-31T10:00:00/2010-10-31T23:23:00@vice-president.g0v.tw","","","","",""
"出席「易經大學九龍壁揭幔儀式」","2012-06-23T10:00:00","2012-06-23T23:23:00","","2012-06-23T10:00:00+00:00","2012-06-23T10:00:00/2012-06-23T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2012-01-19T00:00:00","2012-01-19T23:23:00","","2012-01-19T00:00:00+00:00","2012-01-19T00:00:00/2012-01-19T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2011-06-01T00:00:00","2011-06-01T23:23:00","","2011-06-01T00:00:00+00:00","2011-06-01T00:00:00/2011-06-01T23:23:00@vice-president.g0v.tw","","","","",""
"出席法鼓山心靈環保二十周年活動","2012-02-05T10:20:00","2012-02-05T23:23:00","","2012-02-05T10:20:00+00:00","2012-02-05T10:20:00/2012-02-05T23:23:00@vice-president.g0v.tw","","","","",""
"出席台中修平科技大學升格揭牌儀式","2011-08-01T09:45:00","2011-08-01T23:23:00","","2011-08-01T09:45:00+00:00","2011-08-01T09:45:00/2011-08-01T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2011-03-05T00:00:00","2011-03-05T23:23:00","","2011-03-05T00:00:00+00:00","2011-03-05T00:00:00/2011-03-05T23:23:00@vice-president.g0v.tw","","","","",""
"出席「2013反毒好young演唱會」","2013-01-19T14:00:00","2013-01-19T23:23:00","","2013-01-19T14:00:00+00:00","2013-01-19T14:00:00/2013-01-19T23:23:00@vice-president.g0v.tw","","","","",""
"出席「臺灣+愛的行動力」主題展","2013-01-19T14:50:00","2013-01-19T23:23:00","","2013-01-19T14:50:00+00:00","2013-01-19T14:50:00/2013-01-19T23:23:00@vice-president.g0v.tw","","","","",""
"出席「雲林同鄉總會」年度大會及頒獎活動","2013-01-19T19:20:00","2013-01-19T23:23:00","","2013-01-19T19:20:00+00:00","2013-01-19T19:20:00/2013-01-19T23:23:00@vice-president.g0v.tw","","","","",""
"出席中華民國102年「中樞紀念革命先烈暨春祭忠烈殉職人員典禮」","2013-03-29T09:55:00","2013-03-29T23:23:00","","2013-03-29T09:55:00+00:00","2013-03-29T09:55:00/2013-03-29T23:23:00@vice-president.g0v.tw","","","","",""
"接見美國聯邦參議院外交委員會主席孟南德茲等一行","2013-08-16T10:00:00","2013-08-16T23:23:00","","2013-08-16T10:00:00+00:00","2013-08-16T10:00:00/2013-08-16T23:23:00@vice-president.g0v.tw","","","","",""
"接見「多元就業開發方案國際展示會」參訪團","2013-08-16T14:00:00","2013-08-16T23:23:00","","2013-08-16T14:00:00+00:00","2013-08-16T14:00:00/2013-08-16T23:23:00@vice-president.g0v.tw","","","","",""
"出席「工商建研會北區聯誼會」會長交接典禮","2013-08-16T19:00:00","2013-08-16T23:23:00","","2013-08-16T19:00:00+00:00","2013-08-16T19:00:00/2013-08-16T23:23:00@vice-president.g0v.tw","","","","",""
"接見第七屆「國家人力創新獎」得獎者","2011-09-06T10:30:00","2011-09-06T23:23:00","","2011-09-06T10:30:00+00:00","2011-09-06T10:30:00/2011-09-06T23:23:00@vice-president.g0v.tw","","","","",""
"接見法國國民議會友台小組副主席賈卡（Denis Jacquat）","2011-09-06T11:30:00","2011-09-06T23:23:00","","2011-09-06T11:30:00+00:00","2011-09-06T11:30:00/2011-09-06T23:23:00@vice-president.g0v.tw","","","","",""
"參加「合而不同：台灣原住民族一百年影像及史料特展」開幕典禮","2011-09-06T14:00:00","2011-09-06T23:23:00","","2011-09-06T14:00:00+00:00","2011-09-06T14:00:00/2011-09-06T23:23:00@vice-president.g0v.tw","","","","",""
"接見「台日科技高峰論壇」日方與會貴賓","2011-09-06T15:20:00","2011-09-06T23:23:00","","2011-09-06T15:20:00+00:00","2011-09-06T15:20:00/2011-09-06T23:23:00@vice-president.g0v.tw","","","","",""
"出席「仁愛鄉農會第一屆臺灣高山茶王頒獎暨展售活動」","2013-06-08T10:05:00","2013-06-08T23:23:00","","2013-06-08T10:05:00+00:00","2013-06-08T10:05:00/2013-06-08T23:23:00@vice-president.g0v.tw","","","","",""
"慰勞宏仁國中拔河隊","2013-06-08T11:30:00","2013-06-08T23:23:00","","2013-06-08T11:30:00+00:00","2013-06-08T11:30:00/2013-06-08T23:23:00@vice-president.g0v.tw","","","","",""
"接見日本NEC代表取締役社長遠藤信博等一行","2013-04-30T10:00:00","2013-04-30T23:23:00","","2013-04-30T10:00:00+00:00","2013-04-30T10:00:00/2013-04-30T23:23:00@vice-president.g0v.tw","","","","",""
"出席「2013年度影響力品牌頒獎暨分享交流會」","2013-04-30T14:30:00","2013-04-30T23:23:00","","2013-04-30T14:30:00+00:00","2013-04-30T14:30:00/2013-04-30T23:23:00@vice-president.g0v.tw","","","","",""
"出席「推動幸福企業成果記者會」","2013-04-30T16:00:00","2013-04-30T23:23:00","","2013-04-30T16:00:00+00:00","2013-04-30T16:00:00/2013-04-30T23:23:00@vice-president.g0v.tw","","","","",""
"出席「第八屆環球蕭氏宗親懇親大會」","2012-02-26T09:20:00","2012-02-26T23:23:00","","2012-02-26T09:20:00+00:00","2012-02-26T09:20:00/2012-02-26T23:23:00@vice-president.g0v.tw","","","","",""
"出席「2012華南金融集團旺年激勵大會」","2013-01-12T18:00:00","2013-01-12T23:23:00","","2013-01-12T18:00:00+00:00","2013-01-12T18:00:00/2013-01-12T23:23:00@vice-president.g0v.tw","","","","",""
"出席「資深青商總會」第20屆總會長就職晚宴","2013-01-12T19:00:00","2013-01-12T23:23:00","","2013-01-12T19:00:00+00:00","2013-01-12T19:00:00/2013-01-12T23:23:00@vice-president.g0v.tw","","","","",""
"出席第6屆「王品盃」托盤大賽","2012-11-06T09:50:00","2012-11-06T23:23:00","","2012-11-06T09:50:00+00:00","2012-11-06T09:50:00/2012-11-06T23:23:00@vice-president.g0v.tw","","","","",""
"接見「札幌日台親善協會」訪華團","2012-11-06T15:00:00","2012-11-06T23:23:00","","2012-11-06T15:00:00+00:00","2012-11-06T15:00:00/2012-11-06T23:23:00@vice-president.g0v.tw","","","","",""
"出席「中華民國101年僑務委員會議」閉幕典禮","2012-11-06T17:30:00","2012-11-06T23:23:00","","2012-11-06T17:30:00+00:00","2012-11-06T17:30:00/2012-11-06T23:23:00@vice-president.g0v.tw","","","","",""
"出席教育部第16屆國家講座及第56屆學術獎頒獎典禮","2012-12-28T10:00:00","2012-12-28T23:23:00","","2012-12-28T10:00:00+00:00","2012-12-28T10:00:00/2012-12-28T23:23:00@vice-president.g0v.tw","","","","",""
"出席「2010台日科技高峰論壇」","2010-09-13T08:50:00","2010-09-13T23:23:00","","2010-09-13T08:50:00+00:00","2010-09-13T08:50:00/2010-09-13T23:23:00@vice-president.g0v.tw","","","","",""
"接見榮獲「第一屆世界青少年合唱錦標賽」金牌獎之台北市私立復興實驗高級中學合唱團團員","2011-09-14T10:30:00","2011-09-14T23:23:00","","2011-09-14T10:30:00+00:00","2011-09-14T10:30:00/2011-09-14T23:23:00@vice-president.g0v.tw","","","","",""
"出席「2011大陸台商秋節座談聯誼活動」","2011-09-14T12:30:00","2011-09-14T23:23:00","","2011-09-14T12:30:00+00:00","2011-09-14T12:30:00/2011-09-14T23:23:00@vice-president.g0v.tw","","","","",""
"接見美國「預防性防禦計畫」訪華團","2011-06-30T10:30:00","2011-06-30T23:23:00","","2011-06-30T10:30:00+00:00","2011-06-30T10:30:00/2011-06-30T23:23:00@vice-president.g0v.tw","","","","",""
"出席「臺北國際觀光博覽會」開幕典禮","2013-05-24T10:00:00","2013-05-24T23:23:00","","2013-05-24T10:00:00+00:00","2013-05-24T10:00:00/2013-05-24T23:23:00@vice-president.g0v.tw","","","","",""
"出席「第15屆年度十大傑出企業金峰獎」頒獎晚會","2013-05-24T19:00:00","2013-05-24T23:23:00","","2013-05-24T19:00:00+00:00","2013-05-24T19:00:00/2013-05-24T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2012-08-01T00:00:00","2012-08-01T23:23:00","","2012-08-01T00:00:00+00:00","2012-08-01T00:00:00/2012-08-01T23:23:00@vice-president.g0v.tw","","","","",""
"接見日本前駐中國大陸大使宮本雄二","2012-02-21T17:30:00","2012-02-21T23:23:00","","2012-02-21T17:30:00+00:00","2012-02-21T17:30:00/2012-02-21T23:23:00@vice-president.g0v.tw","","","","",""
"無公開行程","2012-01-29T00:00:00","2012-01-29T23:23:00","","2012-01-29T00:00:00+00:00","2012-01-29T00:00:00/2012-01-29T23:23:00@vice-president.g0v.tw","","","","",""
